NCT Number,Study Title,Study URL,Study Status,Study Results,Conditions,Interventions,Phases,Funder Type,Study Type,Results First Posted
NCT03048500,Nivolumab and Metformin Hydrochloride in Treating Patients With Stage III-IV Non-small Cell Lung Cancer That Cannot Be Removed by Surgery,https://clinicaltrials.gov/study/NCT03048500,UNKNOWN,YES,Recurrent Non-Small Cell Lung Carcinoma|Stage III Non-Small Cell Lung Cancer|Stage IIIA Non-Small Cell Lung Cancer|Stage IIIB Non-Small Cell Lung Cancer|Stage IV Non-Small Cell Lung Cancer,OTHER: Laboratory Biomarker Analysis|DRUG: Metformin Hydrochloride|BIOLOGICAL: Nivolumab,PHASE2,OTHER,INTERVENTIONAL,7/27/2020
NCT00527722,Evaluation of the Bio-Seal Biopsy Track Plug,https://clinicaltrials.gov/study/NCT00527722,COMPLETED,YES,Lung Cancer,DEVICE: Bio-Seal Track Plug|OTHER: No lung plug,PHASE2|PHASE3,OTHER,INTERVENTIONAL,5/10/2011
NCT03693300,A Study to Determine Safety of Durvalumab After Sequential Chemo Radiation in Patients With Unresectable Stage III Non-Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT03693300,COMPLETED,YES,Non-small Cell Lung Cancer (NSCLC),DRUG: Durvalumab,PHASE2,INDUSTRY,INTERVENTIONAL,7/6/2022
NCT01469000,A Study of Pemetrexed and Gefitinib Versus Gefitinib in Non-Small Cell Lung Cancer (NSCLC),https://clinicaltrials.gov/study/NCT01469000,COMPLETED,YES,"Carcinoma, Non Small Cell Lung",DRUG: Gefitinib|DRUG: Pemetrexed,PHASE2,INDUSTRY,INTERVENTIONAL,3/28/2016
NCT03745222,"A Study of Tislelizumab (BGB-A317) Plus Chemoradiotherapy Followed by Tislelizumab Monotherapy in Newly Diagnosed, Stage III Subjects With Locally Advanced, Unresectable Non-small Cell Lung Cancer",https://clinicaltrials.gov/study/NCT03745222,TERMINATED,YES,"Carcinoma, Non-Small-Cell Lung",DRUG: Tislelizumab|DRUG: Concurrent chemoradiotherapy (cCRT)|OTHER: Placebo,PHASE3,INDUSTRY,INTERVENTIONAL,6/26/2020
NCT01567722,Collecting and Studying Tissue Samples From Patients With HIV-Associated Malignancies,https://clinicaltrials.gov/study/NCT01567722,TERMINATED,YES,Lung Cancer|Lymphoma,GENETIC: DNA analysis|GENETIC: RNA analysis|GENETIC: gene expression analysis|GENETIC: polymorphism analysis|OTHER: biologic sample preservation procedure|OTHER: flow cytometry|OTHER: medical chart review,,NETWORK,OBSERVATIONAL,2/15/2023
NCT00614822,"Carboplatin, Bevacizumab and Pemetrexed in Advanced Non Small Cell Lung Cancer",https://clinicaltrials.gov/study/NCT00614822,COMPLETED,YES,Non Small Cell Lung Cancer,"DRUG: Carboplatin, Pemetrexed and Bevacizumab",PHASE2,OTHER,INTERVENTIONAL,7/16/2018
NCT01435122,A Study of Axitinib in Advanced Carcinoid Tumors,https://clinicaltrials.gov/study/NCT01435122,COMPLETED,YES,Carcinoid Tumor,DRUG: Axitinib,PHASE2,OTHER,INTERVENTIONAL,3/22/2017
NCT02701400,Tremelimumab and Durvalumab With or Without Radiation Therapy in Patients With Relapsed Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT02701400,COMPLETED,YES,Recurrent Small Cell Lung Carcinoma,BIOLOGICAL: Durvalumab|RADIATION: Hypofractionated Radiation Therapy|RADIATION: Stereotactic Body Radiation Therapy|BIOLOGICAL: Tremelimumab,PHASE2,OTHER,INTERVENTIONAL,11/5/2020
NCT00356122,Docetaxel & Oxaliplatin in Combination With Bevacizumab as First-Line Treatment in Subjects With Non-Small Cell Lung Cancer (NSCLC),https://clinicaltrials.gov/study/NCT00356122,COMPLETED,YES,Non-Small Cell Lung Cancer,DRUG: Docetaxel|DRUG: Oxaliplatin|DRUG: Bevacizumab,PHASE2,INDUSTRY,INTERVENTIONAL,8/9/2011
NCT00482014,"A Study of Pemetrexed Plus Carboplatin, or Pemetrexed Plus Cisplatin With Radiation Therapy Followed by Pemetrexed in Patients With Inoperable Non-Small-Cell Lung Cancer",https://clinicaltrials.gov/study/NCT00482014,COMPLETED,YES,Non-Small-Cell Lung Cancer,DRUG: pemetrexed|DRUG: cisplatin|DRUG: carboplatin|RADIATION: radiation therapy,PHASE1|PHASE2,INDUSTRY,INTERVENTIONAL,10/26/2012
NCT00193414,Pemetrexed and Gemcitabine in Patients With Advanced Non-Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT00193414,COMPLETED,YES,Lung Cancer,DRUG: Pemetrexed|DRUG: Gemcitabine,PHASE2,OTHER,INTERVENTIONAL,10/11/2012
NCT00057837,Comparison of Two Combination Chemotherapy Regimens in Treating Patients With Extensive-Stage Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT00057837,COMPLETED,YES,Extensive Stage Small Cell Lung Cancer,BIOLOGICAL: G-CSF|DRUG: Cisplatin|DRUG: Etoposide|DRUG: Irinotecan|DRUG: Topotecan,PHASE2,NETWORK,INTERVENTIONAL,1/11/2013
NCT03959137,BEPACT- Lung: Impact of Patient Characteristics on Pneumo-oncologists Non Small Cell Lung Cancer (NSCLC) Systemic Treatment Decision in Belgium,https://clinicaltrials.gov/study/NCT03959137,COMPLETED,YES,Stage IV Non-small Cell Lung Cancer,OTHER: None - Common practice,,INDUSTRY,OBSERVATIONAL,1/21/2021
NCT00753714,Zactima in Non Small Cell Lung Cancer (NSCLC) ELderly Patients In Combination With or Versus Gemcitabine,https://clinicaltrials.gov/study/NCT00753714,COMPLETED,YES,Non Small Cell Lung Cancer,"DRUG: ZD6474, Vandetanib|DRUG: Placebo to Match ZD6474, Vandetanib|DRUG: Gemcitabine",PHASE2,INDUSTRY,INTERVENTIONAL,8/29/2012
NCT03492437,Effect of Tepotinib on the PK of the P-gp Substrate Dabigatran Etexilate,https://clinicaltrials.gov/study/NCT03492437,COMPLETED,YES,Healthy,DRUG: Dabigatran Etexilate|DRUG: Tepotinib,PHASE1,INDUSTRY,INTERVENTIONAL,9/6/2022
NCT00540514,Albumin-bound Paclitaxel (ABI-007) for Patients With Advanced Non-Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT00540514,COMPLETED,YES,Non-Small Cell Lung Carcinoma,DRUG: Albumin-bound paclitaxel|DRUG: Paclitaxel|DRUG: Carboplatin,PHASE3,INDUSTRY,INTERVENTIONAL,6/7/2013
NCT02903914,Arginase Inhibitor INCB001158 as a Single Agent and in Combination With Immune Checkpoint Therapy in Patients With Advanced/Metastatic Solid Tumors,https://clinicaltrials.gov/study/NCT02903914,COMPLETED,YES,Metastatic Cancer|Solid Tumors|Colorectal Cancer (CRC)|Gastric Cancer|Head and Neck Cancer|Lung Cancer|Renal Cell Carcinoma (RCC)|Bladder Cancer|UC (Urothelial Cancer)|Mesothelioma,DRUG: INCB001158|DRUG: Pembrolizumab,PHASE1|PHASE2,INDUSTRY,INTERVENTIONAL,8/31/2021
NCT00147537,"Combination Study Of CP-751,871 With Paclitaxel And Carboplatin In Advanced Lung Cancer",https://clinicaltrials.gov/study/NCT00147537,COMPLETED,YES,"Carcinoma, Non-Small-Cell Lung","DRUG: CP-751,871|DRUG: paclitaxel|DRUG: carboplatin|DRUG: CP-751,871|DRUG: paclitaxel|DRUG: carboplatin|DRUG: erlotinib",PHASE1|PHASE2,INDUSTRY,INTERVENTIONAL,1/18/2013
NCT00638937,AZD0530 to Treat Recurrent Stage IIIB/IV NSCLC Previously Treated With Combination Chemotherapy,https://clinicaltrials.gov/study/NCT00638937,COMPLETED,YES,Recurrent Non-small Cell Lung Cancer|Stage IIIB Non-small Cell Lung Cancer|Stage IV Non-small Cell Lung Cancer,DRUG: saracatinib,PHASE2,NIH,INTERVENTIONAL,8/28/2014
NCT04397614,Mobile Health Study and Enhanced Symptom Monitoring in COVID-19 Cancer Patients,https://clinicaltrials.gov/study/NCT04397614,COMPLETED,YES,Sars-CoV2|Covid-19,OTHER: mHealth Assessments,NA,OTHER,INTERVENTIONAL,3/2/2023
NCT00536107,Study to Assess Safety/Tolerability/Efficacy of Gefitinib Versus Docetaxel in Locally Advanced or Metastatic Non-Small Cell Lung Cancer (NSCLC),https://clinicaltrials.gov/study/NCT00536107,TERMINATED,YES,"Carcinoma, Non-Small-Cell Lung",DRUG: Gefitinib|PROCEDURE: CT or MRI|DRUG: Docetaxel,PHASE4,INDUSTRY,INTERVENTIONAL,8/1/2013
NCT00585533,"A Phase 2 Study of Tarceva for Untreated, Good Prognosis Patients With Advanced Non-Small Cell Lung Cancer",https://clinicaltrials.gov/study/NCT00585533,COMPLETED,YES,Lung Cancer,DRUG: Erlotinib (Tarceva),PHASE2,OTHER,INTERVENTIONAL,6/4/2012
NCT00101283,Pemetrexed Plus Gemcitabine or Carboplatin for Patients With Advanced Malignant Pleural Mesothelioma,https://clinicaltrials.gov/study/NCT00101283,COMPLETED,YES,Mesothelioma,DRUG: pemetrexed disodium|DRUG: gemcitabine hydrochloride|DRUG: carboplatin,PHASE2,NETWORK,INTERVENTIONAL,2/12/2010
NCT00887783,Navelbine And Radiotherapy in Locally Advanced Lung Cancer,https://clinicaltrials.gov/study/NCT00887783,COMPLETED,YES,Non-small Cell Lung Cancer,DRUG: Navelbine|RADIATION: 66 Gy/33F|RADIATION: 60 Gy/30F,PHASE2,OTHER,INTERVENTIONAL,7/21/2017
NCT02454933,Study of AZD9291 Plus MEDI4736 Versus AZD9291 Monotherapy in NSCLC After Previous EGFR TKI Therapy in T790M Mutation Positive Tumours,https://clinicaltrials.gov/study/NCT02454933,COMPLETED,YES,Locally Advanced or Metastatic EGFR T790M+ NSCLC,DRUG: AZD9291|DRUG: MEDI4736,PHASE3,INDUSTRY,INTERVENTIONAL,7/16/2018
NCT00441337,A Study of MDX-1106 in Patients With Selected Refractory or Relapsed Malignancies,https://clinicaltrials.gov/study/NCT00441337,COMPLETED,YES,"Carcinoma, Non-Small-Cell Lung|Colorectal Cancer|Malignant Melanoma|Renal Cancer|Prostate Cancer",BIOLOGICAL: MDX-1106,PHASE1,INDUSTRY,INTERVENTIONAL,1/21/2015
NCT03773133,"Evaluate the Safety, Tolerability, Biodistribution and Anti Tumour Activity of 177LU-OPS201 With Companion Imaging 68Ga-OPS202 PET/CT in Previously Treated Subjects With Locally Advanced or Metastatic Cancers Expressing Somatostatin Receptor 2 (SSTR2)",https://clinicaltrials.gov/study/NCT03773133,TERMINATED,YES,Small Cell Lung Cancer and Breast Cancer,DRUG: Satoreotide tetraxetan|DRUG: Satoreotide trizoxetan,PHASE1|PHASE2,INDUSTRY,INTERVENTIONAL,10/8/2020
NCT02289833,"A Study of Trastuzumab Emtansine in Participants With Human Epidermal Growth Factor Receptor (HER)2 Immunohistochemistry (IHC)-Positive, Locally Advanced or Metastatic Non-Small Cell Lung Cancer (NSCLC)",https://clinicaltrials.gov/study/NCT02289833,COMPLETED,YES,Non-Small Cell Lung Cancer,DRUG: Trastuzumab Emtansine,PHASE2,INDUSTRY,INTERVENTIONAL,10/24/2017
NCT02157883,"Study to Assess the Effect of Itraconazole (a CYP3A4 Inhibitor) on the Pharmacokinetics of AZD9291, in Patients With EGFR Positive Non-small Cell Lung Cancer. Patients Will be Chosen From Those Who Have Already Been Prescribed an EGFR TKI Medicine (Such as Iressa or Tarceva)",https://clinicaltrials.gov/study/NCT02157883,COMPLETED,YES,Advanced Non Small Cell Lung Cancer|Advanced (Inoperable) Non Small Cell Lung Cancer,PROCEDURE: Pharmacokinetic sampling|DRUG: AZD9291|DRUG: Itraconazole,PHASE1,INDUSTRY,INTERVENTIONAL,3/15/2016
NCT01664533,An Observational Study of Erlotinib (Tarceva) as Second-line Treatment in Patients With Locally Advanced or Metastatic Non-small Cell Lung Cancer After Failure of Pemetrexed in First-line Therapy,https://clinicaltrials.gov/study/NCT01664533,COMPLETED,YES,Non-Squamous Non-Small Cell Lung Cancer,DRUG: Erlotinib,,INDUSTRY,OBSERVATIONAL,10/9/2015
NCT02544633,Phase 2 Study of MGCD265 in Patients With Non-Small Cell Lung Cancer With Activating Genetic Alterations in MET,https://clinicaltrials.gov/study/NCT02544633,COMPLETED,YES,Non-Small Cell Lung Cancer,DRUG: MGCD265,PHASE2,INDUSTRY,INTERVENTIONAL,4/30/2019
NCT00564733,FDG-Labeled PET Scan in Planning Chemotherapy in Treating Patients With Stage IIIB or IV Non-Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT00564733,COMPLETED,YES,Malignant Pleural Effusion|Stage IIIB Non-small Cell Lung Cancer|Stage IV Non-small Cell Lung Cancer,DRUG: carboplatin|DRUG: docetaxel|DRUG: gemcitabine hydrochloride|DRUG: paclitaxel|PROCEDURE: computed tomography|PROCEDURE: positron emission tomography|RADIATION: fludeoxyglucose F 18|OTHER: imaging biomarker analysis,PHASE2,OTHER,INTERVENTIONAL,8/29/2016
NCT02711137,Open-Label Safety and Tolerability Study of INCB057643 in Subjects With Advanced Malignancies,https://clinicaltrials.gov/study/NCT02711137,TERMINATED,YES,Solid Tumors,DRUG: INCB057643|DRUG: Gemcitabine|DRUG: Paclitaxel|DRUG: Rucaparib|DRUG: Abiraterone|DRUG: Ruxolitinib|DRUG: Azacitidine,PHASE1|PHASE2,INDUSTRY,INTERVENTIONAL,2/11/2022
NCT03709706,"Pilot Immunotherapy Study With Letetresgene Autoleucel (Lete-cel, GSK3377794)T-cells in New York Esophageal Squamous Cell Carcinoma-1 (NY-ESO-1)/ LAGE-1a-positive Advanced Non-small Cell Lung Cancer (NSCLC) Either Alone or in Combination With Pembrolizumab",https://clinicaltrials.gov/study/NCT03709706,TERMINATED,YES,Neoplasms,DRUG: Lete-cel|DRUG: Pembrolizumab,PHASE2,INDUSTRY,INTERVENTIONAL,6/22/2023
NCT03425006,Pembrolizumab and Itacitinib (INCB039110) for Non-Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT03425006,TERMINATED,YES,Non Small Cell Lung Cancer,DRUG: Itacitinib|BIOLOGICAL: Pembrolizumab,PHASE2,OTHER,INTERVENTIONAL,6/29/2023
NCT03192904,Comparison of Energy Instruments and Stapling Device to Dissect Intersegmental Plane in Segmentectomy,https://clinicaltrials.gov/study/NCT03192904,TERMINATED,YES,Segmentectomy,DEVICE: Energy Instruments|DEVICE: Stapling Device,NA,OTHER,INTERVENTIONAL,9/11/2018
NCT00794417,A Study of Aflibercept Administered in Combination With Pemetrexed and Cisplatin in Participants With Advanced Carcinoma,https://clinicaltrials.gov/study/NCT00794417,TERMINATED,YES,Advanced Carcinoma|Non-small Cell Lung Cancer,DRUG: Aflibercept|DRUG: Pemetrexed|DRUG: Cisplatin,PHASE1|PHASE2,INDUSTRY,INTERVENTIONAL,9/25/2020
NCT03348904,Nivolumab and Epacadostat With Platinum Doublet Chemotherapy Versus Platinum Doublet Chemotherapy in Non-Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT03348904,TERMINATED,YES,Lung Cancer,DRUG: Nivolumab|DRUG: Epacadostat|DRUG: Placebo|DRUG: Carboplatin|DRUG: Cisplatin|DRUG: Gemcitabine|DRUG: Paclitaxel|DRUG: Pemetrexed,PHASE3,INDUSTRY,INTERVENTIONAL,5/22/2019
NCT00609804,Sorafenib and Erlotinib or Sorafenib Alone in Advanced Non-Small Cell Lung Cancer Progressing on Erlotinib,https://clinicaltrials.gov/study/NCT00609804,COMPLETED,YES,Non-Small Cell Lung Cancer,DRUG: Sorafenib|DRUG: Erlotinib,PHASE2,OTHER,INTERVENTIONAL,4/24/2015
NCT01190527,Using FDG-PET During Radiation Therapy in Non-Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT01190527,COMPLETED,YES,Non-Small Cell Lung Cancer,RADIATION: FDG-PET,NA,OTHER,INTERVENTIONAL,1/6/2015
NCT04372927,ADMIRAL Trial: Adaptive Mediastinal Radiation With Chemo-Immunotherapy,https://clinicaltrials.gov/study/NCT04372927,TERMINATED,YES,Locally Advanced Lung Non-Small Cell Carcinoma|Stage III Lung Cancer AJCC v8|Stage IIIA Lung Cancer AJCC v8|Stage IIIB Lung Cancer AJCC v8|Stage IIIC Lung Cancer AJCC v8,DRUG: Cisplatin|BIOLOGICAL: Durvalumab|DRUG: Etoposide|RADIATION: Hypofractionated Radiation Therapy|DRUG: Pemetrexed,PHASE2,OTHER,INTERVENTIONAL,1/18/2023
NCT02130427,"A Volume, Motion, and Anatomically Adaptive Approach to Photon and Proton Beam Radiotherapy",https://clinicaltrials.gov/study/NCT02130427,COMPLETED,YES,Biopsy Proven Non Small Cell Lung Cancer|Head and Neck Cancer|Gastrointestinal Cancer|Colorectal Cancer|Rectal Cancers|Gynecological Malignancy Requiring Definitive Radiotherapy,DIAGNOSTIC_TEST: CT scan,NA,OTHER,INTERVENTIONAL,6/1/2021
NCT00660504,Phase3 Study of Amrubicin With Cisplatin Versus Etoposide-cisplatin for Extensive Disease Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT00660504,COMPLETED,YES,Lung Cancer,DRUG: Amrubicin Hydrochloride|DRUG: Etoposide-Cisplatin combined chemotherapy,PHASE3,INDUSTRY,INTERVENTIONAL,11/21/2013
NCT00618917,MnSOD (Esophageal Protectant) to Prevent Esophagitis During Radiation/Chemotherapy Treatment for Non-Small Cell Lung Cancer (NSCLC),https://clinicaltrials.gov/study/NCT00618917,TERMINATED,YES,Esophageal|Toxicity,GENETIC: Manganese Superoxide Dismutase Plasmid Liposome|DRUG: carboplatin|DRUG: paclitaxel|RADIATION: Radiation Therapy,PHASE1|PHASE2,OTHER,INTERVENTIONAL,7/15/2021
NCT01657617,Stereotactic Body Radiation Therapy in Stage II/III Non Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT01657617,COMPLETED,YES,Lung Cancer,RADIATION: Boost Stereotactic Body Radiation Therapy,NA,OTHER,INTERVENTIONAL,9/7/2018
NCT03585959,superDimension™ Navigation System Version 7.2 With Fluoroscopic Navigation Technology,https://clinicaltrials.gov/study/NCT03585959,COMPLETED,YES,Lung Cancer,DEVICE: superDimension™ Navigation System Version 7.2,NA,INDUSTRY,INTERVENTIONAL,2/6/2020
NCT02595450,A Non-interventional Trial of Erlotinib (Tarceva) Metastatic Non-small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT02595450,COMPLETED,YES,Non-Small Cell Lung Cancer,DRUG: Erlotinib,,INDUSTRY,OBSERVATIONAL,12/1/2015
NCT04302350,Nitrous Oxide for Identifying the Intersegmental Plane in Segmentectomy: A Randomized Controlled Trial,https://clinicaltrials.gov/study/NCT04302350,COMPLETED,YES,"Pulmonary Nodule, Solitary|Pulmonary Nodule, Multiple|Lung Cancer",PROCEDURE: nitrous oxide,NA,OTHER,INTERVENTIONAL,10/23/2020
NCT01121575,A Study Of Combined C- MET Inhibitor And PAN-HER Inhibitor (PF-02341066 And PF-00299804) In Patients With Non- Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT01121575,COMPLETED,YES,Non Small Cell Lung Cancer,DRUG: PF-02341066|DRUG: PF-00299804|DRUG: PF-02341066|DRUG: PF-00299804,PHASE1,INDUSTRY,INTERVENTIONAL,2/11/2015
NCT01032850,Sorafenib With Capecitabine for Patients With Measurable Hepatocellular Carcinoma,https://clinicaltrials.gov/study/NCT01032850,TERMINATED,YES,Hepatocellular Carcinoma,DRUG: Sorafenib & Capecitabine,PHASE2,OTHER,INTERVENTIONAL,6/6/2015
NCT00655850,Lower Dose Chemotherapy Given More Frequent With Avastin to Treat Advanced Non-Squamous Non-Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT00655850,COMPLETED,YES,Non-Small Cell Lung Cancer,DRUG: Paclitaxel|DRUG: Gemcitabine|BIOLOGICAL: Avastin,PHASE2,OTHER,INTERVENTIONAL,3/3/2017
NCT04267575,Canady Helios Cold Plasma Scalpel Treatment at the Surgical Margin and Macroscopic Tumor Sites,https://clinicaltrials.gov/study/NCT04267575,UNKNOWN,YES,Recurrent Malignant Solid Neoplasm|Stage IV Breast Cancer|Stage IV Prostate Cancer|Stage IV Pancreatic Cancer|Stage IV Non-small Cell Lung Cancer|Stage IV Ovarian Cancer|Stage IV Fallopian Tube Cancer|Stage IV Colon Cancer|Stage IV Colorectal Cancer|Stage IV Liver Cancer|Stage IV Renal Cell Cancer|Stage IV Rectal Cancer|Stage IV Lung Cancer|Stage IV Small Intestinal Cancer|Stage IV Gastric Cancer|Stage IV Bladder Cancer,DEVICE: Canady Helios Cold Plasma Scalpel,NA,OTHER,INTERVENTIONAL,7/16/2021
NCT00538850,Fentanyl Sublingual Spray in Treating Patients With Breakthrough Cancer Pain,https://clinicaltrials.gov/study/NCT00538850,COMPLETED,YES,Cancer,DRUG: Fentanyl sublingual spray|DRUG: Placebo,PHASE3,INDUSTRY,INTERVENTIONAL,5/8/2013
NCT01268059,"A Study of Carboplatin and Paclitaxel With or Without MEDI-575 in Untreated, Advanced Non-Small Cell Lung Cancer",https://clinicaltrials.gov/study/NCT01268059,TERMINATED,YES,Non-small Cell Lung Cancer,DRUG: Carboplatin|DRUG: Paclitaxel|DRUG: MEDI-575,PHASE1|PHASE2,INDUSTRY,INTERVENTIONAL,6/7/2016
NCT02920450,"Study of Paclitaxel, Carboplatin, and PF-05212384 in Advanced or Metastatic NSCLC (UF-STO-LUNG-002)",https://clinicaltrials.gov/study/NCT02920450,TERMINATED,YES,Non-Small Cell Lung Cancer,DRUG: Gedatolisib|DRUG: Paclitaxel|DRUG: Carboplatin,PHASE1|PHASE2,OTHER,INTERVENTIONAL,7/16/2019
NCT01229150,Randomized Phase II Study of AZD6244 (Mitogen-activated Protein Kinase Inhibitor) MEK-Inhibitor With Erlotinib in KRAS Wild Type Advanced Non-Small Cell Lung Cancer (NSCLC) and a Randomized Phase II Study of AZD6244 With Erlotinib in Mutant KRAS Adva...,https://clinicaltrials.gov/study/NCT01229150,COMPLETED,YES,Non Small Cell Lung Carcinoma,DRUG: AZD6244|DRUG: Erlotinib|DRUG: AZD6244 + Erlotinib,PHASE2,NIH,INTERVENTIONAL,10/23/2014
NCT00685750,Expression Analysis of Specific Markers in Non-small Cell Lung Cancer or Melanoma,https://clinicaltrials.gov/study/NCT00685750,TERMINATED,YES,"Lung Cancer, Non-Small Cell",PROCEDURE: Collection of tumor and blood samples,NA,INDUSTRY,INTERVENTIONAL,9/29/2017
NCT02439450,A Study of Combination Therapies With Viagenpumatucel-L (HS-110) in Patients With Non-Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT02439450,COMPLETED,YES,Non-small Cell Lung Cancer,BIOLOGICAL: Viagenpumatucel-L|DRUG: Nivolumab|DRUG: Pembrolizumab|DRUG: Pemetrexed,PHASE1|PHASE2,INDUSTRY,INTERVENTIONAL,7/31/2023
NCT01133067,Telephonic Contact and Subsequent Physical Follow up Treated Lung Cancer Patients,https://clinicaltrials.gov/study/NCT01133067,COMPLETED,YES,Lung Cancer,,,OTHER_GOV,OBSERVATIONAL,10/20/2016
NCT02484443,Dinutuximab in Combination With Sargramostim in Treating Patients With Recurrent Osteosarcoma,https://clinicaltrials.gov/study/NCT02484443,ACTIVE_NOT_RECRUITING,YES,Metastatic Malignant Neoplasm in the Lung|Metastatic Osteosarcoma|Recurrent Osteosarcoma,BIOLOGICAL: Dinutuximab|OTHER: Laboratory Biomarker Analysis|OTHER: Pharmacological Study|BIOLOGICAL: Sargramostim,PHASE2,NIH,INTERVENTIONAL,4/12/2021
NCT00668707,Adjuvant Melatonin for Prevention of Lung Cancer Recurrence and Mortality,https://clinicaltrials.gov/study/NCT00668707,COMPLETED,YES,Non Small Cell Lung Cancer,DIETARY_SUPPLEMENT: melatonin|DIETARY_SUPPLEMENT: placebo,PHASE3,OTHER,INTERVENTIONAL,3/8/2021
NCT00103207,Cetuximab in Treating Patients With Recurrent or Stage IIIB or Stage IV Lung Cancer,https://clinicaltrials.gov/study/NCT00103207,COMPLETED,YES,Lung Cancer,BIOLOGICAL: cetuximab,PHASE2,NETWORK,INTERVENTIONAL,12/3/2012
NCT00787267,Phase II Study of Dasatinib in Previously Treated Patients With Advanced NSCLC,https://clinicaltrials.gov/study/NCT00787267,TERMINATED,YES,Non Small Cell Lung Cancer,DRUG: Dasatinib,PHASE2,OTHER,INTERVENTIONAL,12/19/2014
NCT01059643,"A Study in Ovarian, Non-Small Cell Lung, Prostate, Colorectal, Gastroesophageal Cancers, and Squamous Cell Carcinoma of the Head and Neck",https://clinicaltrials.gov/study/NCT01059643,COMPLETED,YES,Ovarian Cancer|Non Small Cell Lung Cancer|Prostate Cancer|Colorectal Cancer|Gastric Cancer|Esophageal Cancer|Cancer of Head and Neck,DRUG: LY2523355|DRUG: pegfilgrastim,PHASE2,INDUSTRY,INTERVENTIONAL,9/27/2017
